;Kalimat;Sesuai;aspek_Budaya Green;aspek_Keselarasan Strategi;aspek_Metode;aspek_Pegawai;aspek_Tata Kelola;aspek_Teknologi Informasi;aspek_Transisi Energi;sentimen_negatif;sentimen_positif
229;Pengetahuan terbaru terkait isu lingkungan termuat dalam materi pelatihan;;0;0;0;1;0;0;0;0;1
230;PLN melakukan mpengembangan proyek carbon credit.;;0;0;1;0;0;0;0;0;1
231;Upaya PLN melakukan dekarbonisasi untuk mengurangi emisi didukung oleh seluruh divisi.;;0;1;0;0;0;0;0;0;1
232;Pada PLTS Terapng banyak bendungan dimanfaatkan untuk pembangkitan;;0;0;0;0;0;0;1;0;1
233;Saya banyak mempelajari mengenai EBT agar dapat lebih siap jika ditugaskan di bidang tersebut suatu saat nanti;;1;0;0;0;0;0;0;0;1
234;Teknologi co-firing mengajak masyarakat terlibat aktif dalam penanaman tanaman biomassa;;1;0;0;0;0;0;0;0;1
235;Tidak semua pekerjaan saya mencakup kegiatan ramah lingkungan.;1;0;0;0;0;1;0;0;1;0
236;Penggunaan sistem Hybrid antara PLTS PV dan PLTD, terbukti mampu menurunkan konsumsi solar secara signifikan;;0;0;0;0;0;0;1;0;1
237;Saya meminta untuk ditanam bunga kembang sepatu di daerah lahan pembangkit PLTU untuk dapat menyerap debu dalam jumlah tinggi;;1;0;0;0;0;0;0;0;1
238;Belum ada informasi mengenai kontribusi serapan gas rumah kaca dari program penanaman pohon yang dilakukan PLN.;1;0;0;0;0;1;0;0;1;0
239;Saya terlibat dalam menyusun perencanaan pengadaan Independent Power Producer EBT.;1;0;0;0;0;1;0;0;0;1
240;Saya memiliki kesempatan untuk beropini dalam memajukan strategi green;;0;0;0;1;0;0;0;0;1
241;Aku sering memberi gagasan tentang keberlanjutan ekonomi dalam strategi green;;0;0;0;1;0;0;0;0;1
242;Saya merasa teknologi informasi menunjang pengukuran strategi green yang dilakukan perusahaan.;;0;0;0;0;0;1;0;0;1
243;Saya mengajak rekan-rekan lain untuk sama sama mempelajari energi ramah lingkungan;;1;0;0;0;0;0;0;0;1
244;Sejauh ini aplikasi berbasis IT masih menggunakan yang sudah exsisting, misal data pengurangan emisi.;;0;0;0;0;0;1;0;0;1
245;Sejauh ini transformasi green sudah diwujudkan pada program yang bermacam-macam.;;0;0;1;0;0;0;0;0;1
246;Saya diajak untuk beralih menggunakan kipas angin;;1;0;0;0;0;0;0;0;1
247;Perusahaan memberikan informasi tentang pengelolaan keberlanjutan;;0;0;0;1;0;0;0;0;1
248;Saya sering mendapat informasi terbaru terkait isu lingkungan;;0;0;0;1;0;0;0;0;1
249;Saya mendapatkan pengetahuan dan informasi baru tentang isu lingkungan dari rekan kerja;;0;0;0;1;0;0;0;0;1
250;PLN mengajak pelanggan rumah tangga untuk berpartisipasi secara aktif dalam menggunakan energi yang lebih bersih.;;0;0;1;0;0;0;0;0;1
251;Strategi Green merupakan komitmen PLN untuk beralih ke energi bersih dengan fokus memanfaatkan dan menggali potensi energi bersih yang ada di Indonesia.;;0;1;0;0;0;0;0;0;1
252;Belum semua divisi memahami bahwa strategi green perusahaan adalah untuk mencapai net zero emission pada tahun 2060.;;0;1;0;0;0;0;0;1;0
253;Tidak sulit mendapatkan informasi tentang carbon capture storage.;1;0;0;0;0;0;0;1;0;1
254;Aktivitas-aktivitas dalam implementasi transformasi green terlalu banyak.;;0;0;1;0;0;0;0;1;0
255;Ketua tim memberitahukan apa itu perilaku ramah lingkungan;;0;0;0;1;0;0;0;0;1
256;PLN berencana mengubah beberapa PLTD di Indonesia menjadi PLTS;;0;0;0;0;0;0;1;0;1
257;Pembebasan lahan untuk pembangunan pembangkit EBT dilakukan oleh Unit Induk Pembangunan di wilayah terkait.;1;0;0;0;0;1;0;0;0;1
258;PLN belum memiliki standarisasi perhitungan yang seragam dalam implementasi green.;;0;0;1;0;0;0;0;1;0
259;Dinamo listrik dari PLTMH nantinya ngubah energi yang dihasilkan dari putaran turbin jadi listrik;;0;0;0;0;0;0;1;0;1
260;kayu gamal bisa dimanfaatkan dalam bentuk serpih atau diolah menjadi wood pellet untuk selanjutnya menjadi pendamping atau pengganti batubara di pembangkit listrik.;;0;0;0;0;0;0;1;0;1
261;Kami melakukan perhitungan parameter-parameter dalam membangun infrastruktur EBT.;;0;0;1;0;0;0;0;0;1
262;Target penambahan populasi kendaraan listrik belum konsisten dilakukan oleh PLN.;1;0;0;0;0;1;0;0;1;0
263;Kami melakukan riset saat akan membangun sebuah project green.;;0;0;1;0;0;0;0;0;1
264;PLN membangun SPKLU untuk mendukung pengguna kendaraan listrik;1;0;0;0;0;0;0;1;0;1
265;Saya dilibatkan dalam mempersiapkan kapasitas sumber daya PLN dalam menghadapi perdagangan karbon.;1;0;0;0;0;1;0;0;0;1
266;Air dialirkan melalui sebuah pipa pesat kedalam rumah pembangkit yang pada umumnya dibagun di bagian tepi sungai untuk menggerakkan turbin atau kincir air mikrohidro.;;0;0;0;0;0;0;1;0;1
267;PLTS menjadi salah satu prioritas untuk jangka pendek dalam Strategi Green;;0;1;0;0;0;0;0;0;1
268;Saya terlibat dalam program pembangunan PLTM di daerah daerah terpencil;;1;0;0;0;0;0;0;0;1
269;PLN sedang mengembangkan continous emission system monitoring.;;0;0;0;0;0;1;0;0;1
270;Saya menggunakan bahan bakar yang lebih ramah lingkungan saat berkendara;;1;0;0;0;0;0;0;0;1
271;Aturan yang menjaga standar pencapaian aksi ramah lingkungan sudah ada di PLN.;1;0;0;0;0;1;0;0;0;1
272;Fitur-fitur pada aplikasi masih memiliki keterbatasan dalam menunjang implementasi green.;;0;0;0;0;0;1;0;1;0
273;PLNers berusaha menampilkan perilaku yang hemat energi.;;0;0;1;0;0;0;0;0;1
274;Menurut saya, transformasi digital untuk mendukung green berjalan lambat.;;0;0;0;0;0;1;0;1;0
275;Saya memastikan pelaksanaan pengelolaan sampah sesuai dengan aturan pemerintah daerah setempat;;1;0;0;0;0;0;0;0;1
276;Manajemen lingkungan sudah diterapkan oleh setiap divisi untuk mendukung pilar green PLN.;;0;1;0;0;0;0;0;0;1
277;Saya mendorong pemanfaatan teknologi informasi untuk mendukung implementasi green business.;;0;0;0;0;0;1;0;0;1
278;Saya menerapkan prinsip 3R (reuse, reduce, ricycle) saat menggunakan fasilitas kantor dalam bekerja;;1;0;0;0;0;0;0;0;1
279;Saya dan rekan saya diajak untuk ikut webinar soal pembangkit tenaga angin;;0;0;0;0;0;0;1;0;1
280;Strategi green yang diterapkan pada pembangkit masih sebatas pada penggunaan cofiring.;1;0;1;0;0;0;0;0;1;0
281;PLN gencar membuat promo layanan green lifestyle.;;0;0;1;0;0;0;0;0;1
282;Energi listrik dari PLTS berasal dari radiasi sinar matahari;;0;0;0;0;0;0;1;0;1
283;Saya memastikan kebersihan selokan di sekitar kantor;;1;0;0;0;0;0;0;0;1
284;Aktivitas green menjadi bagian dari visi dan misi PLN.;1;0;1;0;0;0;0;0;0;1
285;Dalam kegiatan konversi PLTD ke EBT, PLN melakukan lelang dengan mengajak pengembang dan investor ikut berkontribusi;;0;1;0;0;0;0;0;0;1
286;Saya punya bayangan tentang bagaimana kita bisa mencapai strategi green;;0;0;1;0;0;0;0;0;1
287;Saya dijelaskan pemahaman terkait pentingnya budaya ramah lingkungan;;1;0;0;0;0;0;0;0;1
288;Salah satu jenis biomasa yang digunakan untuk co-firing seperti cangkang sawit;;0;0;0;0;0;0;1;0;1
289;Banyak materi EBT yang bisa saya download dan baca dari KM Pusdiklat;;0;0;0;0;0;0;1;0;1
290;25 m/s merupakan kecepatan maksimum angin yang tidak mengganggu kekuatan struktur turbin angin;;0;0;0;0;0;0;1;0;1
291;Saya mencoba berkomitmen bekerja sama dengan Perusahaan yang juga berkomitmen untuk menjaga lingkungan;;1;0;0;0;0;0;0;0;1
292;PLN mengajak seluruh divisi untuk menyusun program ramah lingkungan di perusahaan.;1;0;1;0;0;0;0;0;0;1
293;Saya ikut dalam menyusun perencanaan pengadaan IPP EBT.;1;0;0;0;0;1;0;0;0;1
294;Saya punya ide tentang seperti apa kita bisa mencapa strategi green;;0;0;1;0;0;0;0;0;1
295;Ada rencana tentang penerapan co-firing di PLTU.;1;0;0;0;0;0;0;1;0;1
296;Saya mendapatkan banyak gambaran mengenai PLTA dari COC yang dilakukan setiap minggu;;0;0;0;0;0;0;1;0;1
297;Bioenergi misalnya adalah biomassa;1;0;0;0;0;0;0;1;0;1
298;Perusahaan menyediakan standar prosedur terkait bisnis berkelanjutan;;0;0;0;0;1;0;0;0;1
299;Saya ikut menyusun roadmap EBT di lingkup unit.;1;0;0;0;0;1;0;0;0;1
300;Saya membiasakan diri belanja menggunakan tas belanja;;1;0;0;0;0;0;0;0;1
301;Operasional divisi sudah sesuai dengan peraturan nasional mengenai lingkungan hidup.;1;0;1;0;0;0;0;0;0;1
302;Upaya meminimalisasi investasi pembangkit green dilakukan melalui strategi co-foring.;1;0;1;0;0;0;0;0;0;1
303;PLN membuat gardu induk digital yang menghemat kabel tembaga dan mengurangi jejak karbon;1;0;0;0;0;0;0;1;0;1
304;PLN berusaha meminimalisir masalah sosial untuk pembebasan lahan yang akan digunakan untuk pengembangan EBT.;;0;0;1;0;0;0;0;0;1
305;Bidirectional inverter berfungsi untuk mengkonversi arus listrik DC ke AC, dapat juga berfungsi mengkonversi Arus AC menjadi arus DC (Converter);;0;0;0;0;0;0;1;0;1
306;Saya tidak tahu bahwa PLN harus mengikuti persyaratan lingkungan yang sesuai standar internasional.;1;0;1;0;0;0;0;0;1;0
307;Jenis generator yang dapat digunakan dalam sistem turbin angin diantaranya rotor sangkar maupun rotor belitan ataupun generator magnet permanen.;;0;0;0;0;0;0;1;0;1
308;Terdapat kebijakan yang mengarahkan karyawan untuk menerapkan budaya ramah lingkungan;;1;0;0;0;0;0;0;0;1
309;PLTGU mengubah energi panas menjadi energi listrik;;0;0;0;0;0;0;1;0;1
310;Strategi green PLN membawa dampak pada tercapainya inovasi energi terbarukan.;1;0;1;0;0;0;0;0;0;1
311;Perkembangan dunia teknologi informasi terkait green menarik bagi saya.;;0;0;0;0;0;1;0;0;1
312;Saya belum kepikir bagaimana caranya bisa mengubah energi menjadi lebih baik.;;0;0;1;0;0;0;0;1;0
313;Menerapkan strategi green dalam bisnis PLN merupakan pilihan.;1;0;1;0;0;0;0;0;1;0
314;Perusahaan mengarahkan pada pemetaan kompetensi yang perlu dimiliki karyawan terkait Transisi Energi;;0;0;0;0;0;0;1;0;1
315;Saya tertarik pada perkembangan teknologi informasi terkait green.;;0;0;0;0;0;1;0;0;1
316;Saya mengajak rekan/bawahan untuk membuang sampah pada tempatnya;;1;0;0;0;0;0;0;0;1
317;PLN membantu pasokan listrik untuk mendukung operasional bus listrik yang merupakan kendaraan ramah lingkungan;;1;0;0;0;0;0;0;0;1
318;Perusahaan menyebarkan informasi tentang isu lingkungan melalui brosur;;0;0;0;1;0;0;0;0;1
319;PLN melakukan percepatan digitalisasi pembangkit untuk meningkatkan keandalan, efisiensi, dan daya saing.;;0;0;0;0;0;1;0;0;1
320;Dengan mendukung bisnis yang berkelanjutan artinya saya mendukung strategi green PLN.;1;0;1;0;0;0;0;0;0;1
321;Perusahaan telah mengikuti tahap-tahap pembuatan sistem untuk implementasi bisnis berkelanjutan;;0;0;0;0;1;0;0;0;1
322;Salah satu jenis biomasa yang digunakan untuk co-firing adalah kayu gamal;;0;0;0;0;0;0;1;0;1
323;Aku menghadiri webinar tentang nuclear energy.;1;0;0;0;0;0;0;1;0;1
324;Perusahaan membuat peraturan terkait dengan pelaksanaan pengelolaan berkelanjutan;;0;0;0;0;1;0;0;0;1
325;Sinergi antar departemen di PLN masih perlu ditingkatkan untuk mencapai target net zero emission.;1;0;0;0;0;1;0;0;1;0
326;Saya mengikuti berbagai pelatihan terkait energi-energi terbarukan;;1;0;0;0;0;0;0;0;1
327;Melalui transformasi Green, PLN mendorong penggunaan energi ramah lingkungan;;0;1;0;0;0;0;0;0;1
328;Pelibatan pihak ketiga adalah salah satu strategi investasi EBT.;1;0;1;0;0;0;0;0;0;1
329;Saya mengarahkan untuk membangun WWTP dan melakukan recyle dengan filtrasi untuk penyiraman;;1;0;0;0;0;0;0;0;1
330;Faktor cuaca juga tidak menghambat operasional PLTP.;;0;0;0;0;0;0;1;0;1
331;Saya aktif mencari informasi terkait upaya menanggulangi pencemaran lingkungan;;1;0;0;0;0;0;0;0;1
332;PLN melakukan tahap uji coba sampai implementasi pada pembangkit EBT.;;0;0;1;0;0;0;0;0;1
333;Saya rasa aplikasi IT belum terlalu dibutuhkan untuk menunjang implementasi green.;;0;0;0;0;0;1;0;1;0
334;Aku sering memberi ide tentang keberlanjutan sosial dalam strategi green;;0;0;0;1;0;0;0;0;1
335;Aku dapat kesempatan ikut seminar wind energy.;1;0;0;0;0;0;0;1;0;1
336;Atasan saya aktif melakukan internalisasi pengurangan emisi karbon;;1;0;0;0;0;0;0;0;1
337;Saya dimudahkan dengan adanya webinar untuk memahami strategi green di PLN.;;0;0;0;0;0;1;0;0;1
338;Atasan mengenalkan kepada saya pengetahuan terkait bioenergy;1;0;0;0;0;0;0;1;0;1
339;Atasan saya selalu memastikan setiap risiko terhadap lingkungan teratasi dan tidak berdampak negatif;;1;0;0;0;0;0;0;0;1
340;Adanya surplus listrik dimanfaatkan untuk proses pengisian waduk untuk pumped storage.;;0;0;1;0;0;0;0;0;1
341;Saya diajak untuk melakukan penghematan listrik di lingkungan kantor;;1;0;0;0;0;0;0;0;1
342;Saya mengajak rekan/bawahan untuk menggunakan alat makan pribadi di kantor;;1;0;0;0;0;0;0;0;1
343;Setelah mulai beroperasi, biaya produksi PLTP bisa lebih rendah dibandingkan dengan pembangkit-pembangkit listrik berbahan bakar fosil;;0;0;0;0;0;0;1;0;1
344;PLN berencana melakukan transisi energi melalui EBT;1;0;0;0;0;0;0;1;0;1
345;Banyak webinar-webinar terkait dengan green untuk membangun awareness mereka;;1;0;0;0;0;0;0;0;1
346;Belum semua divisi memahami strategi green PLN.;1;0;1;0;0;0;0;0;1;0
347;Manager menyampaikan informasi tentang keberlanjutan lingkungan;;0;0;0;1;0;0;0;0;1
348;Atasan mengenalkan kepada saya pengetahuan terkait transisi energi secara umum;1;0;0;0;0;0;0;1;0;1
349;Setiap divisi memahami bahwa strategi green perusahaan adalah untuk mencapai net zero emission pada tahun 2060.;1;0;1;0;0;0;0;0;0;1
350;Informasi mengenai Renewable Energy Certificate (REC) belum tersampaikan kepada seluruh masyarakat.;1;0;1;0;0;0;0;0;1;0
351;Saya ikut serta dalam pembangunan pembangkit listrik EBT.;1;0;0;0;0;1;0;0;0;1
352;PLN diuntungkan dengan banyaknya generasi milenial yang melek terhadap kemajuan teknologi untuk mendukung program green.;;0;0;0;0;0;1;0;0;1
353;Saya mendukung unit kerja dalam menerapkan manajemen lingkungan PLN.;1;0;1;0;0;0;0;0;0;1
354;Saya memperoleh seminar terkait solar photovoltaics;1;0;0;0;0;0;0;1;0;1
355;Data-data pembangkit dikirim ke cloud, sehingga kantor induk/pusat bisa melakukan monitoring.;;0;0;0;0;0;1;0;0;1
356;PLN membuat berbagai workshop terkait renewable energy untuk meningkatkan sense of urgency pegawai terhadap green.;;0;0;1;0;0;0;0;0;1
357;Pembangkit Listrik Tenaga Surya (PLTS) adalah sistem pembangkit listrik yang dihasilkan dari konversi tenaga matahari dengan menggunakan teknologi photovoltaic.;1;0;0;0;0;0;0;1;0;1
358;Salah satu teknologi baru untuk baterai PLTS  adalah vanadium redox flow battery.;1;0;0;0;0;0;0;1;0;1
359;Perusahaan sudah dengan jelas menyampaikan dampak strategi green terhadap kegiatan yang direncanakan.;1;0;1;0;0;0;0;0;0;1
360;Menyusun rencana pengadaan pengembangan pembangkit green PLN bukan merupakan tugas saya.;1;0;0;0;0;1;0;0;1;0
361;Saya hanya menjalankan aksi ramah lingkungan sesuai aturan perusahaan.;1;0;0;0;0;1;0;0;1;0
362;Visi misi di organisasi sudah mengarah pada budaya ramah lingkungan;;1;0;0;0;0;0;0;0;1
363;Perusahaan memberikan pengetahuan tentang keberlanjutan ekonomi;;0;0;0;1;0;0;0;0;1
364;Saya paham mengenai regulasi terkait green business.;;0;0;1;0;0;0;0;0;1
365;Partisipasi PLN dalam strategi green adalah untuk memenuhi tuntutan pasar global.;1;0;1;0;0;0;0;0;0;1
366;Ide-ide mengenai pengembangan aplikasi untuk green susah diajukan karena kebijakan top down.;;0;0;0;0;0;1;0;1;0
367;Saya melakukan pembakaran batu bara dengan proses chain grate stoker karena limbahnya dapat dimanfaatkan kembali;;1;0;0;0;0;0;0;0;1
368;Beberapa PLTU akan dihentikan operasinya untuk mendukung strategi green PLN.;1;0;1;0;0;0;0;0;0;1
369;Energi panas bumi (atau energi geothermal) adalah sumber energi yang relatif ramah lingkungan karena berasal dari panas dalam bumi;;0;0;0;0;0;0;1;0;1
370;Ilmu tentang isu lingkungan kami dapatkan dari atasan kami;;0;0;0;1;0;0;0;0;1
371;Perusahaan memberikan banyak pengetahuan dan informasi untuk membantu saya memahami isu lingkungan saat ini;;0;0;0;1;0;0;0;0;1
372;Baterai yang disimpan dapat digunakan untuk kebutuhan listrik di malam hari;;0;0;0;0;0;0;1;0;1
373;Fungsi converter pada PLTS dapat dijumpai pada perangkat bidirectional inverter;;0;0;0;0;0;0;1;0;1
374;Menyusun laporan program kegiatan dan kinerja EBT bukan merupakan tugas utama saya.;1;0;0;0;0;1;0;0;1;0
375;Akses untuk pengembangan skill pegawai adalah hal penting untuk merealisasikan strategi green;;0;0;0;1;0;0;0;0;1
376;PLN perlu melibatkan pihak ketiga untuk mendukung investasi pembangkit EBT.;1;0;1;0;0;0;0;0;0;1
377;Perusahaan telah memberikan akses informasi mengenai rencana dan pelaksanaan strategi green.;;0;0;0;0;0;1;0;0;1
378;Saya memutuskan beralih menggunakan kendaraan listrik;;1;0;0;0;0;0;0;0;1
379;Akses untuk belajar praktik ramah lingkungan tersedia;;0;0;0;1;0;0;0;0;1
380;Perusahaan memberikan tanggung jawab pada seluruh karyawan untuk berperilaku ramah lingkungan;;0;0;0;0;1;0;0;0;1
381;Saya mematikan laptop atau komputer setelah selesai pemakaian;;1;0;0;0;0;0;0;0;1
382;Saya mengajak rekan untuk bersepeda di lingkungan kantor;;1;0;0;0;0;0;0;0;1
383;Untuk dapat dimanfaatkan lebih banyak lagi maka listrik DC dari beberapa module digabungkan dan dikonversikan menjadi AC;;0;0;0;0;0;0;1;0;1
384;PLN menerapkan strategi green untuk memenuhi tuntutan stakeholder.;;0;1;0;0;0;0;0;0;1
385;Saya mengenal ada program green lifestyle PLN untuk layanan REC dan tambah daya;1;0;0;0;0;0;0;1;0;1
386;Strategi green dijalankan oleh PLN untuk memenuhi tuntutan pelanggan.;;0;1;0;0;0;0;0;0;1
387;Saya mendukung berbagai kegiatan yang dapat menunjang keberhasilan strategi green;;0;0;0;1;0;0;0;0;1
388;Terdapat informasi dalam bentuk video terkait fuel cell dan hydrogen;1;0;0;0;0;0;0;1;0;1
389;Atasan mengarahkan untuk dibuat tempat sampah yang terpisah antara organik dan anorganik;;1;0;0;0;0;0;0;0;1
390;Saya mengajak rekan/bawahan untuk melakukan penghematan listrik di lingkungan kantor;;1;0;0;0;0;0;0;0;1
391;Sel-sel photovoltaic tersebut bisa disusun secara seri untuk menaikkan tegangan output, paralel untuk meningkatkan arus keluaran, maupun kombinasi seri dan paralel;;0;0;0;0;0;0;1;0;1
392;Bukan tugas saya memonitor pembebasan lahan dalam tahap perencanaan pembangunan pembangkit EBT.;1;0;0;0;0;1;0;0;1;0
393;Strategi transformasi PLTU menjadi green dengan menggunakan biomass belum dilakukan secara optimal.;;0;1;0;0;0;0;0;1;0
394;Saat ini PLN sedang gencar membangun PLTS On Grid dan Off Grid;;0;0;0;0;0;0;1;0;1
395;Saya mendapatkan pelatihan terkait solar photovoltaics;1;0;0;0;0;0;0;1;0;1
396;Atasan mengenalkan kepada saya pengetahuan terkait energi nuklir;1;0;0;0;0;0;0;1;0;1
397;Atasan membuat program daur ulang sampah di tempat kerja;;1;0;0;0;0;0;0;0;1
398;Fitur-fitur pada aplikasi eksisting belum bisa menampilkan data green secara keseluruhan.;;0;0;0;0;0;1;0;1;0
399;PLN belum memiliki parameter yang sesuai dalam pembangun pembangkit EBT.;;0;0;1;0;0;0;0;1;0
400;Mudah bagi saya untuk mengakses informasi terkait biomass;1;0;0;0;0;0;0;1;0;1
401;Terdapat rencana untuk mengkonversi PLTD ke EBT sebagai strategi green booster PLN;;0;0;0;0;0;0;1;0;1
402;Saya belum mengikuti seminar tentang geothermal.;;0;0;0;0;0;0;1;1;0
403;Menurut saya, produk green PLN masih terbatas untuk kalangan tertentu.;;0;0;1;0;0;0;0;1;0
404;Atasan meminta saya untuk melakukan aktivitas ramah lingkungan;;0;0;0;0;1;0;0;0;1
405;Saya dilibatkan dalam menyusun roadmap EBT di PLN.;1;0;0;0;0;1;0;0;0;1
406;Ada program namanya Green Booster, yang terdiri dari cofiring di PLTU pake biomassa, konversi PLTD, dan pemanfaatan waduk;;0;1;0;0;0;0;0;0;1
407;Saya belum terbiasa mengoperasikan aplikasi IT untuk melihat progres green.;;0;0;0;0;0;1;0;1;0
408;Saya sering berdiskusi dengan rekan-rekan terkait dengan EBT yang ramah lingkungan;;1;0;0;0;0;0;0;0;1
409;Saya mendapatkan banyak gambaran mengenai PLTB dari COC yang dilakukan setiap minggu;;0;0;0;0;0;0;1;0;1
410;Pencapaian target KPI pembangkit EBT belum didukung ketersediaan bahan bakar alternatif yang memadai.;1;0;0;0;0;1;0;0;1;0
411;PLTP membutuhkan air untuk dijadikan uap sehingga menghasilkan listrik.;;0;0;0;0;0;0;1;0;1
412;Yang mahal dari PLTP itu biaya eksplorasi, itu yang bikin PLTP bayarnya mahal;;0;0;0;0;0;0;1;0;1
413;Pembangunan PLTSa merupakan bagian dari strategi Green ;;0;1;0;0;0;0;0;0;1
414;Saya mendapatkan pelatihan terkait biomass;1;0;0;0;0;0;0;1;0;1
415;Pemerintah meminta masing-masing BUMN untuk menginventarisasi emisi.;;0;0;1;0;0;0;0;0;1
416;Perdagangan karbon mendorong para pengusahan untuk menjalankan Green Business Process menekan emisi karbon di Perusahaannya;;0;0;0;0;0;0;1;0;1
417;Saya bersemangat memiliki kesempatan untuk meningkatkan skill dalam pengelolaan keberlanjutan;;0;0;0;1;0;0;0;0;1
418;Saya hanya mengetahui bahwa PLN melakukan pengembangan pembangkit listrik ramah lingkungan.;1;0;0;0;0;1;0;0;1;0
419;Turbin angin menggunakan prinsip yang sama seperti pesawat atau burung;;0;0;0;0;0;0;1;0;1
